,# of Dialysis Stations,Offers in-center hemodialysis,Offers in-center peritoneal dialysis,Offers home hemodialysis training,Percentage of Medicare patients with Hgb<10 g/dL,Percentage of Medicare patients with Hgb>12 g/dL,Number of Dialysis Patients with Hgb data,Percent of Adult HD patients with Kt/V >= 1.2,Percentage of Adult PD PTS with Kt/V >= 1.7,Percentage of Pediatric HD patients with Kt/V >= 1.2,Percentage of Adult patients with hypercalcemia (serum calcium greater than 10.2 mg/dL),Percentage of Adult patients with serum phosphorus less than 3.5 mg/dL,Percentage of Adult patients with serum phosphorus between 3.5-4.5 mg/dL,Percentage of Adult patients with serum phosphorus between 4.6-5.5 mg/dL,Percentage of Adult patients with serum phosphorus between 5.6-7.0 mg/dL,Percentage of Adult patients with serum phosphorus greater than 7.0 mg/dL,Percentage of pediatric PD patients with Kt/V>=1.8,Fistula Rate (Facility),Percentage of Adult patients with long term catheter in use,Percentage of pediatric HD patients with nPCR,Readmission Rate (Facility),Mortality Rate (Facility),risk_zone
4300,19,1,1,0,14.0,0.0,59.0,100.0,90.74918566775244,95.21428571428571,0.0,12.0,32.0,32.0,15.0,9.0,71.35483870967742,57.0,7.0,95.875,23.7,17.1,1
4301,18,1,1,1,19.0,0.0,48.0,99.0,90.74918566775244,95.21428571428571,1.0,14.0,37.0,32.0,11.0,6.0,71.35483870967742,84.0,3.0,95.875,27.0,16.4,1
4302,20,1,0,0,10.0,0.0,42.0,98.0,90.74918566775244,95.21428571428571,1.0,5.0,24.0,30.0,30.0,12.0,71.35483870967742,67.0,20.0,95.875,14.6,25.5,1
4303,16,1,1,0,13.0,0.0,23.0,97.0,82.0,95.21428571428571,0.0,8.0,18.0,28.0,30.0,15.0,71.35483870967742,59.0,11.0,95.875,16.6,28.8,1
4304,33,1,1,1,11.0,0.0,80.0,96.0,98.0,95.21428571428571,1.0,5.0,28.0,32.0,21.0,14.0,71.35483870967742,55.0,13.0,95.875,28.2,18.1,1
4305,8,1,0,0,17.60762331838565,0.22266298723697828,7.0,93.0,90.74918566775244,95.21428571428571,2.0,16.0,35.0,25.0,20.0,4.0,71.35483870967742,36.0,20.0,95.875,22.2,21.716423297785052,1
4306,10,1,1,0,17.60762331838565,0.22266298723697828,0.0,95.98320456835741,90.74918566775244,95.21428571428571,2.448151062155783,8.779016805402858,25.765980838699544,31.04083555834773,21.35746819538244,13.055599183288834,71.35483870967742,63.26854891661195,12.24376231122784,95.875,26.72686037126708,21.716423297785052,1
4307,17,1,1,0,17.60762331838565,0.22266298723697828,0.0,88.0,90.74918566775244,95.21428571428571,0.0,8.0,31.0,34.0,16.0,12.0,71.35483870967742,45.0,13.0,95.875,38.2,13.4,2
4308,25,1,1,1,19.0,0.0,36.0,96.0,95.0,95.21428571428571,2.0,5.0,24.0,31.0,22.0,17.0,71.35483870967742,62.0,19.0,95.875,13.1,25.2,1
4309,3,0,1,0,13.0,0.0,23.0,95.98320456835741,96.0,95.21428571428571,2.0,11.0,28.0,25.0,22.0,13.0,71.35483870967742,63.26854891661195,12.24376231122784,95.875,41.5,14.0,2
4310,20,1,1,1,25.0,0.0,55.0,99.0,90.74918566775244,95.21428571428571,4.0,10.0,27.0,24.0,23.0,14.0,71.35483870967742,54.0,13.0,95.875,22.9,14.4,1
4311,20,1,1,0,8.0,0.0,89.0,100.0,96.0,95.21428571428571,2.0,9.0,26.0,29.0,26.0,9.0,71.35483870967742,89.0,5.0,95.875,27.6,15.9,1
4312,21,1,1,0,17.60762331838565,0.22266298723697828,0.0,95.98320456835741,90.74918566775244,95.21428571428571,2.448151062155783,8.779016805402858,25.765980838699544,31.04083555834773,21.35746819538244,13.055599183288834,71.35483870967742,63.26854891661195,12.24376231122784,95.875,26.72686037126708,14.6,1
4313,20,1,0,0,9.0,0.0,68.0,96.0,90.74918566775244,95.21428571428571,0.0,8.0,23.0,26.0,22.0,21.0,71.35483870967742,65.0,7.0,95.875,22.9,14.3,1
4314,24,1,1,0,14.0,0.0,76.0,99.0,89.0,95.21428571428571,2.0,9.0,26.0,29.0,24.0,13.0,71.35483870967742,80.0,10.0,95.875,20.9,27.5,1
4315,18,1,0,0,10.0,0.0,29.0,96.0,90.74918566775244,95.21428571428571,1.0,10.0,26.0,28.0,24.0,13.0,71.35483870967742,71.0,6.0,95.875,36.3,12.7,2
4316,0,0,1,0,17.60762331838565,0.22266298723697828,0.0,95.98320456835741,90.74918566775244,95.21428571428571,2.448151062155783,8.779016805402858,25.765980838699544,31.04083555834773,21.35746819538244,13.055599183288834,71.35483870967742,63.26854891661195,12.24376231122784,95.875,26.72686037126708,21.716423297785052,1
4317,16,1,1,1,12.0,0.0,34.0,99.0,98.0,95.21428571428571,2.0,7.0,25.0,35.0,21.0,14.0,71.35483870967742,75.0,8.0,95.875,22.6,28.8,1
4318,16,1,1,0,13.0,0.0,61.0,100.0,93.0,95.21428571428571,3.0,8.0,26.0,27.0,28.0,11.0,71.35483870967742,68.0,5.0,95.875,27.6,17.9,1
4319,24,1,0,0,4.0,4.0,51.0,97.0,90.74918566775244,95.21428571428571,0.0,8.0,24.0,28.0,29.0,12.0,71.35483870967742,84.0,6.0,95.875,19.9,17.0,1
4320,33,1,1,1,26.0,5.0,39.0,89.0,90.74918566775244,95.21428571428571,4.0,8.0,17.0,23.0,34.0,18.0,71.35483870967742,56.0,17.0,95.875,25.8,21.0,1
4321,12,1,0,0,14.0,0.0,36.0,98.0,90.74918566775244,95.21428571428571,1.0,7.0,23.0,31.0,26.0,13.0,71.35483870967742,86.0,4.0,95.875,25.1,16.3,1
4322,15,1,1,0,8.0,0.0,51.0,100.0,90.74918566775244,95.21428571428571,1.0,10.0,28.0,39.0,14.0,9.0,71.35483870967742,71.0,10.0,95.875,23.1,17.9,1
4323,15,1,0,0,7.0,0.0,14.0,92.0,59.0,95.21428571428571,17.0,6.0,23.0,28.0,26.0,17.0,71.35483870967742,51.0,14.0,95.875,19.9,21.716423297785052,1
4324,19,1,0,0,5.0,0.0,83.0,96.0,90.74918566775244,95.21428571428571,1.0,11.0,32.0,32.0,20.0,5.0,71.35483870967742,68.0,10.0,95.875,21.5,17.5,1
4325,27,1,1,0,19.0,0.0,81.0,98.0,90.74918566775244,95.21428571428571,1.0,10.0,25.0,25.0,28.0,12.0,71.35483870967742,79.0,12.0,95.875,22.5,15.8,1
4326,30,1,1,0,17.0,0.0,81.0,95.0,94.0,95.21428571428571,0.0,8.0,26.0,37.0,18.0,12.0,71.35483870967742,68.0,10.0,95.875,22.5,27.0,1
4327,19,1,1,0,23.0,0.0,13.0,95.0,90.74918566775244,95.21428571428571,3.0,8.0,27.0,42.0,18.0,5.0,71.35483870967742,72.0,3.0,95.875,29.0,21.716423297785052,1
4328,30,1,1,0,37.0,0.0,138.0,93.0,55.0,95.21428571428571,4.0,11.0,29.0,27.0,22.0,11.0,71.35483870967742,63.0,26.0,95.875,33.4,17.3,2
4329,16,1,0,0,17.60762331838565,0.22266298723697828,6.0,100.0,90.74918566775244,95.21428571428571,0.0,14.0,24.0,21.0,25.0,17.0,71.35483870967742,92.0,4.0,95.875,31.6,8.8,2
4330,19,1,1,0,5.0,0.0,38.0,99.0,90.74918566775244,95.21428571428571,0.0,7.0,27.0,38.0,22.0,7.0,71.35483870967742,85.0,6.0,95.875,25.8,16.2,1
4331,19,1,1,1,17.60762331838565,0.22266298723697828,38.805739203826136,95.98320456835741,90.74918566775244,95.21428571428571,2.448151062155783,8.779016805402858,25.765980838699544,31.04083555834773,21.35746819538244,13.055599183288834,71.35483870967742,63.26854891661195,12.24376231122784,95.875,26.72686037126708,21.716423297785052,1
4332,12,1,1,0,3.0,0.0,37.0,99.0,93.0,95.21428571428571,2.0,9.0,25.0,36.0,21.0,9.0,71.35483870967742,62.0,21.0,95.875,30.0,16.3,1
4333,20,1,0,0,7.0,0.0,41.0,100.0,90.74918566775244,95.21428571428571,2.0,15.0,31.0,26.0,20.0,8.0,71.35483870967742,64.0,8.0,95.875,30.4,27.4,2
4334,12,1,1,1,16.0,0.0,25.0,98.0,90.74918566775244,95.21428571428571,0.0,14.0,31.0,29.0,21.0,5.0,71.35483870967742,66.0,13.0,95.875,33.0,22.4,2
4335,32,1,1,1,6.0,0.0,77.0,96.0,81.0,95.21428571428571,2.0,6.0,20.0,23.0,30.0,21.0,71.35483870967742,74.0,13.0,95.875,24.0,20.7,1
4336,40,1,0,0,22.0,0.0,93.0,95.0,90.74918566775244,95.21428571428571,1.0,12.0,25.0,26.0,28.0,10.0,71.35483870967742,64.0,11.0,95.875,39.8,22.4,2
4337,18,1,1,0,13.0,0.0,23.0,96.0,90.74918566775244,95.21428571428571,3.0,8.0,22.0,36.0,25.0,8.0,71.35483870967742,66.0,14.0,95.875,33.0,22.8,2
4338,20,1,0,0,9.0,0.0,53.0,98.0,90.74918566775244,95.21428571428571,2.0,10.0,23.0,26.0,31.0,10.0,71.35483870967742,52.0,11.0,95.875,34.9,15.5,2
4339,31,1,1,1,42.0,0.0,146.0,94.0,90.74918566775244,95.21428571428571,3.0,9.0,29.0,30.0,25.0,7.0,71.35483870967742,68.0,11.0,95.875,30.4,20.5,2
4340,40,1,1,1,18.0,0.0,93.0,100.0,90.74918566775244,95.21428571428571,2.0,11.0,28.0,30.0,22.0,10.0,71.35483870967742,57.0,12.0,95.875,37.1,17.9,2
4341,16,1,1,0,8.0,0.0,52.0,96.0,98.0,95.21428571428571,3.0,9.0,23.0,31.0,24.0,13.0,71.35483870967742,56.0,17.0,95.875,32.7,22.4,2
4342,20,1,0,0,10.0,0.0,69.0,100.0,90.74918566775244,95.21428571428571,2.0,10.0,31.0,29.0,21.0,10.0,71.35483870967742,69.0,8.0,95.875,23.4,17.5,1
4343,18,1,0,0,46.0,0.0,48.0,100.0,90.74918566775244,95.21428571428571,0.0,9.0,32.0,35.0,16.0,7.0,71.35483870967742,87.0,5.0,95.875,32.4,14.6,2
4344,4,1,1,0,17.60762331838565,0.22266298723697828,1.0,95.98320456835741,90.74918566775244,95.21428571428571,2.448151062155783,8.779016805402858,25.765980838699544,31.04083555834773,21.35746819538244,13.055599183288834,71.35483870967742,63.26854891661195,12.24376231122784,95.875,26.72686037126708,21.716423297785052,1
4345,19,1,0,0,12.0,0.0,51.0,100.0,90.74918566775244,95.21428571428571,1.0,10.0,32.0,34.0,19.0,4.0,71.35483870967742,81.0,6.0,95.875,32.6,15.9,2
4346,21,1,1,1,12.0,0.0,76.0,99.0,90.74918566775244,95.21428571428571,0.0,10.0,30.0,33.0,19.0,8.0,71.35483870967742,59.0,20.0,95.875,24.3,17.8,1
4347,15,1,0,0,7.0,2.0,41.0,96.0,90.74918566775244,95.21428571428571,2.0,10.0,31.0,35.0,17.0,7.0,71.35483870967742,76.0,10.0,95.875,18.8,17.2,1
4348,16,1,0,0,29.0,0.0,14.0,93.0,90.74918566775244,95.21428571428571,23.0,13.0,33.0,25.0,16.0,13.0,71.35483870967742,59.0,17.0,95.875,23.0,8.3,1
4349,25,1,0,0,17.60762331838565,0.22266298723697828,0.0,95.98320456835741,90.74918566775244,95.21428571428571,2.448151062155783,8.779016805402858,25.765980838699544,31.04083555834773,21.35746819538244,13.055599183288834,71.35483870967742,63.26854891661195,12.24376231122784,95.875,26.72686037126708,21.716423297785052,1
4350,24,1,0,0,17.0,0.0,24.0,94.0,90.74918566775244,95.21428571428571,5.0,15.0,28.0,25.0,16.0,15.0,71.35483870967742,64.0,12.0,95.875,21.1,13.5,1
4351,24,1,0,0,4.0,2.0,51.0,95.0,90.74918566775244,95.21428571428571,0.0,9.0,27.0,31.0,24.0,9.0,71.35483870967742,76.0,8.0,95.875,17.4,16.2,1
4352,17,1,0,0,12.0,0.0,41.0,99.0,90.74918566775244,95.21428571428571,3.0,12.0,30.0,34.0,17.0,7.0,71.35483870967742,56.0,11.0,95.875,22.1,22.9,1
4353,19,1,1,1,26.0,0.0,34.0,98.0,90.74918566775244,95.21428571428571,0.0,9.0,21.0,28.0,30.0,12.0,71.35483870967742,70.0,25.0,95.875,24.7,25.8,1
4354,22,1,0,0,13.0,0.0,47.0,98.0,94.0,95.21428571428571,2.0,9.0,25.0,31.0,20.0,15.0,71.35483870967742,56.0,15.0,95.875,24.2,18.5,1
4355,19,1,1,0,18.0,0.0,76.0,99.0,97.0,95.21428571428571,0.0,8.0,28.0,36.0,20.0,8.0,71.35483870967742,55.0,3.0,95.875,25.8,18.1,1
4356,18,1,0,0,4.0,1.0,99.0,99.0,90.74918566775244,95.21428571428571,1.0,2.0,28.0,45.0,15.0,10.0,71.35483870967742,79.0,7.0,95.875,26.8,15.2,1
4357,17,1,0,0,17.0,0.0,30.0,93.0,90.74918566775244,95.21428571428571,1.0,14.0,25.0,32.0,18.0,11.0,71.35483870967742,50.0,12.0,95.875,34.6,21.2,2
4358,18,1,0,0,17.60762331838565,0.22266298723697828,0.0,95.98320456835741,90.74918566775244,95.21428571428571,2.448151062155783,8.779016805402858,25.765980838699544,31.04083555834773,21.35746819538244,13.055599183288834,71.35483870967742,63.26854891661195,12.24376231122784,95.875,26.72686037126708,21.716423297785052,1
4359,15,1,1,0,5.0,0.0,60.0,99.0,90.74918566775244,95.21428571428571,2.0,13.0,32.0,36.0,11.0,8.0,71.35483870967742,69.0,14.0,95.875,28.4,20.3,1
4360,16,1,0,0,4.0,0.0,56.0,99.0,90.74918566775244,95.21428571428571,2.0,18.0,27.0,27.0,25.0,3.0,71.35483870967742,68.0,13.0,95.875,39.0,13.0,2
4361,15,1,1,0,14.0,0.0,71.0,97.0,93.0,95.21428571428571,1.0,9.0,25.0,32.0,18.0,15.0,71.35483870967742,63.0,6.0,95.875,34.6,17.5,2
4362,21,1,0,0,11.0,0.0,36.0,96.0,90.74918566775244,95.21428571428571,0.0,6.0,26.0,38.0,18.0,11.0,71.35483870967742,64.0,20.0,95.875,7.7,20.3,1
4363,6,1,1,0,17.60762331838565,0.22266298723697828,0.0,95.98320456835741,90.74918566775244,95.21428571428571,2.448151062155783,8.779016805402858,25.765980838699544,31.04083555834773,21.35746819538244,13.055599183288834,71.35483870967742,63.26854891661195,12.24376231122784,95.875,26.72686037126708,21.716423297785052,1
4364,17,1,1,1,11.0,0.0,38.0,99.0,90.74918566775244,95.21428571428571,2.0,10.0,28.0,30.0,23.0,8.0,71.35483870967742,60.0,4.0,95.875,24.8,20.9,1
4365,21,1,1,1,18.0,0.0,62.0,96.0,91.0,95.21428571428571,2.0,7.0,24.0,24.0,27.0,18.0,71.35483870967742,87.0,5.0,95.875,36.2,22.6,2
4366,28,1,1,1,23.0,0.0,84.0,95.0,91.0,95.21428571428571,4.0,7.0,23.0,33.0,19.0,17.0,71.35483870967742,67.0,12.0,95.875,26.3,22.4,1
4367,20,1,0,0,15.0,0.0,34.0,96.0,90.74918566775244,95.21428571428571,2.0,10.0,24.0,35.0,18.0,12.0,71.35483870967742,70.0,20.0,95.875,21.0,21.5,1
4368,15,1,0,0,3.0,0.0,59.0,99.0,90.74918566775244,95.21428571428571,5.0,11.0,20.0,29.0,30.0,10.0,71.35483870967742,68.0,14.0,95.875,23.7,11.9,1
4369,8,1,1,0,21.0,0.0,33.0,96.0,90.74918566775244,95.21428571428571,2.0,11.0,25.0,27.0,26.0,11.0,71.35483870967742,66.0,27.0,95.875,27.3,26.0,1
4370,13,1,1,0,4.0,2.0,55.0,96.0,90.74918566775244,95.21428571428571,2.0,10.0,28.0,26.0,25.0,12.0,71.35483870967742,73.0,10.0,95.875,31.0,16.3,2
4371,30,1,0,0,12.0,0.0,82.0,94.0,90.74918566775244,95.21428571428571,3.0,8.0,17.0,22.0,31.0,22.0,71.35483870967742,74.0,11.0,95.875,35.9,15.3,2
4372,11,1,0,0,17.60762331838565,0.22266298723697828,0.0,97.0,90.74918566775244,95.21428571428571,6.0,20.0,26.0,25.0,22.0,7.0,71.35483870967742,63.0,10.0,95.875,42.2,22.5,2
4373,21,1,0,1,22.0,0.0,83.0,98.0,90.74918566775244,95.21428571428571,1.0,9.0,27.0,36.0,17.0,11.0,71.35483870967742,68.0,6.0,95.875,25.5,20.4,1
4374,0,0,1,1,17.60762331838565,0.22266298723697828,1.0,95.98320456835741,90.74918566775244,95.21428571428571,2.448151062155783,8.779016805402858,25.765980838699544,31.04083555834773,21.35746819538244,13.055599183288834,71.35483870967742,63.26854891661195,12.24376231122784,95.875,26.72686037126708,21.716423297785052,1
4375,20,1,1,1,10.0,0.0,68.0,99.0,90.74918566775244,95.21428571428571,0.0,11.0,30.0,28.0,25.0,6.0,71.35483870967742,53.0,19.0,95.875,23.8,15.0,1
4376,20,1,0,0,82.0,0.0,17.0,95.0,90.74918566775244,95.21428571428571,3.0,10.0,21.0,28.0,26.0,15.0,71.35483870967742,66.0,14.0,95.875,31.4,26.3,2
4377,20,1,0,0,25.0,0.0,53.0,94.0,90.74918566775244,95.21428571428571,4.0,7.0,24.0,34.0,19.0,16.0,71.35483870967742,70.0,11.0,95.875,36.7,23.4,2
4378,24,1,1,0,16.0,12.0,49.0,80.0,90.74918566775244,95.21428571428571,1.0,8.0,25.0,29.0,26.0,12.0,71.35483870967742,49.0,35.0,95.875,31.6,27.0,2
4379,26,1,0,1,22.0,0.0,72.0,97.0,96.0,95.21428571428571,2.0,8.0,25.0,31.0,22.0,14.0,71.35483870967742,57.0,12.0,95.875,31.6,21.0,2
4380,10,1,1,0,13.0,0.0,23.0,99.0,100.0,95.21428571428571,1.0,7.0,26.0,38.0,20.0,9.0,71.35483870967742,49.0,8.0,95.875,29.1,3.2,1
4381,15,1,1,0,29.0,0.0,55.0,100.0,85.0,95.21428571428571,1.0,7.0,38.0,33.0,17.0,5.0,71.35483870967742,67.0,4.0,95.875,22.4,13.8,1
4382,24,1,1,0,10.0,0.0,139.0,98.0,58.0,95.21428571428571,3.0,10.0,27.0,26.0,27.0,10.0,71.35483870967742,50.0,15.0,95.875,32.0,18.9,2
4383,19,1,1,1,9.0,0.0,34.0,96.0,90.74918566775244,95.21428571428571,4.0,13.0,39.0,37.0,6.0,4.0,71.35483870967742,73.0,11.0,95.875,36.4,23.0,2
4384,36,1,1,1,23.0,1.0,94.0,98.0,95.0,95.21428571428571,0.0,13.0,32.0,25.0,21.0,9.0,71.35483870967742,63.0,13.0,95.875,21.1,24.6,1
4385,17,1,1,0,13.0,0.0,16.0,92.0,95.0,95.21428571428571,4.0,7.0,19.0,34.0,26.0,15.0,71.35483870967742,69.0,7.0,95.875,12.8,21.716423297785052,1
4386,36,1,1,0,16.0,0.0,159.0,93.0,94.0,95.21428571428571,3.0,8.0,20.0,27.0,23.0,22.0,71.35483870967742,67.0,6.0,95.875,28.7,14.9,1
4387,18,1,1,1,19.0,0.0,42.0,97.0,90.74918566775244,95.21428571428571,4.0,6.0,22.0,30.0,23.0,19.0,71.35483870967742,69.0,14.0,95.875,34.3,23.5,2
4388,5,1,1,0,17.60762331838565,0.22266298723697828,4.0,95.98320456835741,90.74918566775244,95.21428571428571,2.448151062155783,4.0,37.0,39.0,15.0,4.0,71.35483870967742,63.26854891661195,12.24376231122784,95.875,26.72686037126708,21.716423297785052,1
4389,19,1,1,1,20.0,0.0,55.0,99.0,92.0,95.21428571428571,1.0,11.0,29.0,28.0,23.0,8.0,71.35483870967742,55.0,12.0,95.875,28.5,22.3,1
4390,31,1,0,0,5.0,0.0,81.0,91.0,90.74918566775244,95.21428571428571,1.0,11.0,25.0,30.0,26.0,8.0,71.35483870967742,60.0,12.0,95.875,28.5,10.9,1
4391,20,1,0,0,10.0,0.0,81.0,98.0,90.74918566775244,95.21428571428571,1.0,11.0,36.0,40.0,10.0,3.0,71.35483870967742,80.0,7.0,95.875,36.8,12.2,2
4392,4,0,1,1,21.0,0.0,14.0,95.98320456835741,96.0,95.21428571428571,0.0,2.0,21.0,25.0,42.0,10.0,71.35483870967742,63.26854891661195,12.24376231122784,95.875,50.4,28.9,2
4393,36,1,1,1,24.0,1.0,79.0,96.0,90.74918566775244,95.21428571428571,0.0,11.0,28.0,28.0,22.0,11.0,71.35483870967742,44.0,33.0,95.875,28.7,18.0,1
4394,18,1,1,1,15.0,0.0,72.0,92.0,87.0,95.21428571428571,6.0,9.0,26.0,35.0,18.0,11.0,71.35483870967742,59.0,14.0,95.875,27.8,26.3,1
4395,21,1,1,0,22.0,0.0,68.0,97.0,90.74918566775244,95.21428571428571,2.0,16.0,30.0,29.0,16.0,10.0,71.35483870967742,58.0,7.0,95.875,30.4,17.1,2
4396,18,1,1,1,8.0,0.0,62.0,98.0,90.74918566775244,95.21428571428571,1.0,10.0,35.0,34.0,13.0,8.0,71.35483870967742,69.0,12.0,95.875,27.9,14.6,1
4397,12,1,1,0,2.0,2.0,42.0,97.0,90.74918566775244,95.21428571428571,2.0,9.0,27.0,30.0,25.0,9.0,71.35483870967742,70.0,17.0,95.875,35.3,15.4,2
4398,19,1,1,0,17.60762331838565,0.22266298723697828,38.805739203826136,95.98320456835741,90.74918566775244,95.21428571428571,2.448151062155783,8.779016805402858,25.765980838699544,31.04083555834773,21.35746819538244,13.055599183288834,71.35483870967742,63.26854891661195,12.24376231122784,95.875,26.72686037126708,21.716423297785052,1
4399,24,1,0,0,8.0,0.0,85.0,99.0,90.74918566775244,95.21428571428571,2.0,9.0,28.0,35.0,19.0,9.0,71.35483870967742,73.0,11.0,95.875,35.1,22.1,2
4400,22,1,0,0,17.0,0.0,29.0,96.0,90.74918566775244,95.21428571428571,7.0,6.0,27.0,42.0,14.0,12.0,71.35483870967742,67.0,8.0,95.875,38.7,22.9,2
4401,8,1,0,0,59.0,0.0,32.0,73.0,90.74918566775244,95.21428571428571,12.0,26.0,29.0,25.0,17.0,4.0,71.35483870967742,58.0,32.0,95.875,35.9,51.0,2
4402,19,1,1,1,47.0,0.0,59.0,99.0,90.74918566775244,95.21428571428571,1.0,6.0,27.0,40.0,19.0,9.0,71.35483870967742,89.0,2.0,95.875,21.8,16.1,1
4403,20,1,0,0,10.0,0.0,90.0,98.0,90.74918566775244,95.21428571428571,1.0,5.0,27.0,29.0,30.0,8.0,71.35483870967742,77.0,11.0,95.875,31.7,17.1,2
4404,31,1,1,1,14.0,0.0,145.0,97.0,69.0,95.21428571428571,2.0,7.0,24.0,28.0,28.0,12.0,71.35483870967742,72.0,8.0,95.875,22.8,16.0,1
4405,18,1,1,0,11.0,0.0,19.0,99.0,90.74918566775244,95.21428571428571,0.0,8.0,26.0,38.0,20.0,8.0,71.35483870967742,68.0,14.0,95.875,25.3,20.6,1
4406,24,1,1,1,17.60762331838565,0.22266298723697828,1.0,95.98320456835741,90.74918566775244,95.21428571428571,2.448151062155783,8.779016805402858,25.765980838699544,31.04083555834773,21.35746819538244,13.055599183288834,71.35483870967742,63.26854891661195,12.24376231122784,95.875,26.72686037126708,21.716423297785052,1
4407,18,1,1,1,14.0,0.0,57.0,90.0,90.74918566775244,95.21428571428571,2.0,9.0,23.0,27.0,26.0,15.0,71.35483870967742,55.0,11.0,95.875,39.9,23.7,2
4408,38,1,1,1,18.0,0.0,93.0,99.0,100.0,95.21428571428571,1.0,8.0,26.0,31.0,23.0,11.0,71.35483870967742,59.0,16.0,95.875,26.3,25.6,1
4409,8,1,0,0,21.0,0.0,14.0,98.0,90.74918566775244,95.21428571428571,0.0,10.0,22.0,35.0,20.0,13.0,71.35483870967742,74.0,10.0,95.875,23.7,20.9,1
4410,11,1,0,0,69.0,0.0,16.0,95.0,90.74918566775244,95.21428571428571,1.0,8.0,26.0,30.0,19.0,17.0,71.35483870967742,55.0,17.0,95.875,8.7,19.1,1
4411,14,1,1,1,29.0,0.0,52.0,82.0,90.74918566775244,95.21428571428571,4.0,7.0,22.0,30.0,29.0,11.0,71.35483870967742,78.0,3.0,95.875,19.8,19.8,1
4412,9,1,0,0,17.60762331838565,0.22266298723697828,5.0,95.98320456835741,90.74918566775244,95.21428571428571,2.448151062155783,8.779016805402858,25.765980838699544,31.04083555834773,21.35746819538244,13.055599183288834,71.35483870967742,8.0,33.0,95.875,42.7,21.716423297785052,2
4413,16,1,0,0,11.0,0.0,57.0,94.0,90.74918566775244,95.21428571428571,2.0,7.0,27.0,37.0,20.0,10.0,71.35483870967742,81.0,5.0,95.875,32.2,18.8,2
4414,24,1,0,1,15.0,0.0,54.0,95.0,90.74918566775244,95.21428571428571,3.0,6.0,22.0,32.0,22.0,18.0,71.35483870967742,69.0,11.0,95.875,30.6,20.5,2
4415,13,1,0,0,9.0,0.0,32.0,98.0,90.74918566775244,95.21428571428571,4.0,10.0,26.0,32.0,21.0,11.0,71.35483870967742,50.0,22.0,95.875,27.8,25.2,1
4416,40,1,1,1,19.0,0.0,83.0,96.0,90.74918566775244,95.21428571428571,1.0,14.0,30.0,31.0,16.0,10.0,71.35483870967742,58.0,16.0,95.875,23.5,27.7,1
4417,24,1,0,0,5.0,0.0,106.0,100.0,90.74918566775244,95.21428571428571,1.0,11.0,31.0,32.0,21.0,5.0,71.35483870967742,62.0,10.0,95.875,33.9,9.0,2
4418,21,1,1,0,28.0,0.0,93.0,94.0,90.74918566775244,95.21428571428571,6.0,16.0,30.0,24.0,20.0,9.0,71.35483870967742,55.0,24.0,95.875,31.9,26.9,2
4419,10,1,1,0,17.60762331838565,0.22266298723697828,3.0,95.98320456835741,90.74918566775244,95.21428571428571,2.448151062155783,10.0,20.0,27.0,29.0,15.0,71.35483870967742,69.0,10.0,95.875,26.72686037126708,21.716423297785052,1
4420,27,1,1,1,24.0,0.0,74.0,95.0,95.0,95.21428571428571,2.0,8.0,22.0,33.0,17.0,20.0,71.35483870967742,75.0,8.0,95.875,27.4,24.8,1
4421,18,1,1,0,15.0,0.0,72.0,96.0,90.74918566775244,95.21428571428571,1.0,9.0,31.0,37.0,17.0,6.0,71.35483870967742,63.0,15.0,95.875,31.7,14.1,2
4422,20,1,0,0,6.0,0.0,52.0,99.0,90.74918566775244,95.21428571428571,2.0,13.0,28.0,26.0,20.0,12.0,71.35483870967742,67.0,9.0,95.875,30.3,17.1,2
4423,20,1,1,0,30.0,0.0,70.0,95.0,97.0,95.21428571428571,3.0,10.0,27.0,32.0,19.0,12.0,71.35483870967742,59.0,20.0,95.875,34.8,16.0,2
4424,12,1,1,0,17.60762331838565,0.22266298723697828,38.805739203826136,95.98320456835741,90.74918566775244,95.21428571428571,2.448151062155783,8.779016805402858,25.765980838699544,31.04083555834773,21.35746819538244,13.055599183288834,71.35483870967742,63.26854891661195,12.24376231122784,95.875,26.72686037126708,21.716423297785052,1
4425,22,1,1,0,5.0,0.0,21.0,99.0,80.0,95.21428571428571,0.0,7.0,20.0,24.0,25.0,24.0,71.35483870967742,76.0,8.0,95.875,13.5,32.0,1
4426,12,1,1,1,61.0,0.0,18.0,91.0,90.74918566775244,95.21428571428571,6.0,4.0,22.0,34.0,29.0,11.0,71.35483870967742,66.0,29.0,95.875,16.8,19.7,1
4427,18,1,1,1,12.0,0.0,52.0,99.0,95.0,95.21428571428571,1.0,16.0,31.0,26.0,20.0,7.0,71.35483870967742,52.0,14.0,95.875,31.0,19.2,2
4428,24,1,1,0,16.0,1.0,73.0,98.0,98.0,95.21428571428571,2.0,9.0,22.0,26.0,28.0,16.0,71.35483870967742,71.0,9.0,95.875,24.1,19.0,1
4429,12,1,0,0,19.0,0.0,73.0,95.0,90.74918566775244,95.21428571428571,3.0,13.0,30.0,28.0,20.0,9.0,71.35483870967742,78.0,10.0,95.875,29.5,16.2,1
4430,5,1,0,0,30.0,0.0,20.0,98.0,90.74918566775244,95.21428571428571,1.0,13.0,36.0,23.0,18.0,9.0,71.35483870967742,41.0,54.0,95.875,34.1,25.2,2
4431,17,1,0,0,17.60762331838565,0.22266298723697828,4.0,95.0,90.74918566775244,95.21428571428571,0.0,5.0,24.0,32.0,26.0,13.0,71.35483870967742,54.0,11.0,95.875,26.72686037126708,21.716423297785052,1
